Frame,Image 1 X,   Image 1 Y,    Image 2 X,    Image 2 Y,    Measurement X,    Measurement Y,    Measurement Z,    Uncertainty +/-,Velocity
0,	  385,488,	  330,340,	-79.5,90.1,85.2,	   0.593302190,0
1,	  385,488,	  330,340,	-79.4,90,85.2,	   0.591764450,70.71067812
2,	  384,488,	  330,340,	-79.3,89.7,85.2,	   0.587636948,149.0711985
3,	  384,488,	  331,340,	-79.0,89.5,85.2,	   0.596245766,195.2562419
4,	  384,488,	  332,340,	-78.7,89.2,85.2,	   0.635526121,240.8318916
5,	  383,488,	  333,340,	-78.4,89,85.2,	   0.601244807,259.2724864
6,	  383,488,	  334,340,	-78.0,88.7,85.2,	   0.599185169,293.1183504
7,	  383,489,	  335,340,	-77.9,88.7,85.2,	   0.513578117,265.7536453
8,	  384,488,	  335,340,	-77.8,88.8,85.3,	   0.623948693,238.0476143
9,	  384,488,	  335,340,	-77.8,88.9,85.2,	   0.559379637,208.0865205
10,	  384,489,	  335,340,	-77.9,89.1,85.1,	   0.483579576,171.7676693
11,	  385,488,	  334,340,	-78.2,89.4,85.2,	   0.582235038,123.0401922
12,	  385,488,	  334,340,	-78.4,89.6,85.2,	   0.644064128,92.94650749
13,	  385,488,	  333,340,	-78.7,89.8,85.2,	   0.622760773,61.02859818
14,	  385,488,	  332,340,	-78.9,90,85.2,	   0.614167511,40.5517502
15,	  385,488,	  331,340,	-79.3,90.1,85.2,	   0.603645980,12.5
16,	  385,488,	  330,340,	-79.5,90.2,85.2,	   0.596273839,5.882352941
17,	  385,488,	  330,340,	-79.5,90.1,85.2,	   0.594356000,0
18,	  385,488,	  330,340,	-79.4,90,85.2,	   0.591764450,7.443229276
19,	  384,488,	  330,340,	-79.3,89.7,85.2,	   0.587636948,22.36067977
20,	  384,488,	  331,340,	-79.0,89.5,85.2,	   0.596245766,37.19166512
21,	  384,488,	  332,340,	-78.7,89.2,85.2,	   0.634477496,54.73452081
22,	  383,488,	  333,340,	-78.3,88.9,85.2,	   0.600380898,73.78505543
23,	  383,488,	  334,340,	-78.0,88.7,85.2,	   0.599185169,85.4928522
24,	  383,489,	  335,340,	-77.9,88.7,85.2,	   0.513578117,85.0411665
25,	  384,488,	  335,340,	-77.8,88.8,85.2,	   0.564219773,82.31128677
26,	  384,488,	  335,340,	-77.8,88.9,85.2,	   0.575035036,77.06908165
27,	  384,489,	  335,340,	-77.8,89.1,85.1,	   0.484636426,70.53006306
28,	  385,488,	  335,340,	-78.0,89.4,85.2,	   0.602977216,57.07912192
29,	  385,488,	  334,340,	-78.3,89.5,85.2,	   0.631709933,44.72135955
30,	  385,488,	  333,340,	-78.6,89.8,85.2,	   0.598338485,30.60268703
31,	  385,488,	  332,340,	-78.9,90,85.2,	   0.614167511,19.00863291
32,	  385,488,	  331,340,	-79.2,90,85.2,	   0.605751395,9.582659576
33,	  385,488,	  330,340,	-79.5,90.2,85.2,	   0.596273839,2.941176471
34,	  385,488,	  330,340,	-79.5,90.1,85.2,	   0.594356000,0
35,	  385,488,	  330,340,	-79.5,90.1,85.2,	   0.593491912,0
36,	  384,488,	  331,340,	-79.2,89.7,85.2,	   0.595679939,13.51351351
37,	  384,488,	  331,340,	-79.0,89.5,85.2,	   0.596245766,20.55328862
38,	  384,488,	  332,340,	-78.7,89.2,85.2,	   0.617932975,30.87588354
39,	  383,488,	  333,340,	-78.3,88.9,85.2,	   0.600380898,42.42640687
40,	  383,488,	  334,340,	-78.0,88.7,85.2,	   0.599185169,50.04459641
41,	  383,489,	  335,340,	-77.9,88.6,85.2,	   0.487300485,52.21836238
42,	  383,489,	  335,340,	-77.7,88.7,85.2,	   0.536218286,53.03141512
43,	  384,488,	  335,340,	-77.8,88.9,85.2,	   0.617827475,47.29239102
44,	  384,489,	  335,340,	-77.8,89.1,85.1,	   0.484636426,43.88537257
45,	  385,488,	  335,340,	-78.1,89.4,85.2,	   0.552314460,34.0271214
46,	  385,488,	  334,340,	-78.3,89.5,85.2,	   0.631709933,28.54554865
47,	  385,488,	  333,340,	-78.6,89.8,85.2,	   0.623811185,19.76423538
