Frame,Image 1 X,   Image 1 Y,    Image 2 X,    Image 2 Y,    Measurement X,    Measurement Y,    Measurement Z,    Uncertainty +/-,Velocity
0,	  464,531,	  468,389,	-47.3,110.9,70,	   0.328336358,0
1,	  464,531,	  468,389,	-47.3,110.9,70,	   0.324844956,0
2,	  464,531,	  468,389,	-47.3,110.7,70,	   0.336539209,66.66666667
3,	  463,531,	  468,389,	-47.2,110.5,70,	   0.284794360,103.0776406
4,	  463,531,	  469,390,	-47.0,110.4,69.9,	   0.462329060,118.3215957
5,	  463,531,	  469,390,	-47.0,110.2,69.9,	   0.375018567,128.0190958
6,	  462,532,	  469,390,	-46.8,110,69.9,	   0.335592330,147.7725776
7,	  462,532,	  469,390,	-46.7,109.9,69.9,	   0.359797031,146.3087489
8,	  462,532,	  469,390,	-46.7,109.8,69.9,	   0.264321625,139.664501
9,	  462,532,	  470,390,	-46.5,109.8,69.8,	   0.269778311,137.4772708
10,	  462,532,	  470,390,	-46.6,109.9,69.9,	   0.305819094,111.3404429
11,	  463,532,	  470,390,	-46.6,110.1,69.9,	   0.376264572,88.9756521
12,	  463,532,	  470,390,	-46.7,110.3,69.9,	   0.293566108,65.72310573
13,	  463,531,	  470,390,	-46.7,110.5,70,	   0.324149609,51.50787536
14,	  464,531,	  469,389,	-46.9,110.6,70,	   0.302253902,33.33333333
15,	  464,531,	  469,389,	-47.0,110.8,70,	   0.311577529,19.76423538
16,	  464,531,	  468,389,	-47.2,110.9,70,	   0.330582380,5.882352941
17,	  464,531,	  468,389,	-47.3,110.9,70,	   0.328336358,0
18,	  464,531,	  468,389,	-47.3,110.9,70,	   0.324844956,0
19,	  464,531,	  468,389,	-47.3,110.7,70.1,	   0.319867253,11.18033989
20,	  463,531,	  468,389,	-47.2,110.5,70,	   0.284794360,19.63383631
21,	  463,531,	  469,390,	-47.0,110.4,69.9,	   0.462329060,26.89127174
22,	  463,531,	  469,390,	-47.0,110.2,69.9,	   0.375018567,33.39628586
23,	  462,532,	  469,390,	-46.8,110,69.9,	   0.335592330,43.10033514
24,	  462,532,	  469,390,	-46.7,109.9,69.9,	   0.359797031,46.81879964
25,	  462,532,	  469,390,	-46.7,109.8,69.9,	   0.215384468,48.34540419
26,	  462,532,	  470,390,	-46.5,109.8,69.8,	   0.270902693,50.91750772
27,	  462,532,	  470,390,	-46.5,109.9,69.9,	   0.323575288,45.87583064
28,	  463,532,	  470,390,	-46.6,110,69.9,	   0.350551397,39.46732118
29,	  463,532,	  470,390,	-46.6,110.2,70,	   0.298059911,32.99831646
30,	  463,532,	  470,390,	-46.8,110.5,69.9,	   0.290727407,20.90561516
31,	  464,531,	  469,389,	-46.9,110.6,70,	   0.276524186,15.625
32,	  464,531,	  469,389,	-47.0,110.8,70,	   0.311577529,9.582659576
33,	  464,531,	  468,389,	-47.2,110.9,70,	   0.306077868,2.941176471
34,	  464,531,	  468,389,	-47.2,110.9,70,	   0.330582380,2.857142857
35,	  464,531,	  468,389,	-47.3,110.9,70,	   0.327091426,0
36,	  464,531,	  468,389,	-47.3,110.7,70.1,	   0.319867253,6.043426966
37,	  463,531,	  468,389,	-47.2,110.5,70,	   0.309305310,10.85027796
38,	  463,531,	  469,390,	-47.0,110.4,69.9,	   0.463587850,15.16943534
